Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00082284809410,1,0.9,1,F,2,8,2,1157,8,0,1
EMA00082284977400,1,1.3,2,B,2,45,1,419,16,15,1
EMA00082286165860,1,1.2,1,F,2,50,2,314,21,11,1
EMA00082286508370,1,0.2,1,,3,60,3,419,8,0,1
EMA00082286591760,2,0.3,1,D,1,0,2,795,1,0,1
EMA00082286899980,1,0,1,B,3,44,2,700,26,14,1
EMA00082287020640,1,0.3,1,B,3,58,2,275,4,0,1
EMA00082287405310,2,0,1,G,3,,2,841,8,0,1
EMA00082287898680,1,0,1,B,3,50,3,392,21,10,1
EMA00082288654470,2,0.3,2,G,3,50,1,484,8,0,1
EMA00082289487230,1,0.1,2,E,3,,2,605,11,0,1
EMA00082290805990,1,0.3,2,D,3,43,2,678,21,5,1
EMA00082290836760,2,0.2,1,F,1,0,1,630,1,0,1
EMA00082290891420,1,0.3,1,,3,45,2,593,31,17,1
EMA00082291953610,1,0.2,1,D,1,0,2,560,1,0,1
EMA00082292054730,2,0,2,,3,28,2,988,4,0,1
EMA00082292164140,2,0,2,G,3,47,3,841,9,0,1
EMA00082292177680,1,0.3,2,B,2,39,3,504,14,12,1
EMA00082292183920,1,1.9,2,G,2,45,1,99,7,0,1
EMA00082292976010,2,0.1,2,,3,20,1,424,11,0,1
EMA00082293178710,1,0.3,2,C,3,38,1,827,11,2,1
EMA00082293424500,2,0,2,G,3,,2,470,8,0,1
EMA00082293685100,1,0,2,E,3,,1,519,4,0,1
EMA00082294033450,1,0.3,1,G,2,50,2,490,21,9,1
EMA00082295023700,1,0.3,1,G,3,37,2,795,2,0,1
EMA00082295210450,1,1,2,G,2,31,2,504,26,20,1
EMA00082295317100,2,3.4,1,,2,15,2,116,2,0,1
EMA00082295552140,2,0.7,1,A,2,18,1,605,8,0,1
EMA00082295629930,1,0.3,1,E,3,47,2,841,6,0,1
EMA00082297358500,1,1.6,2,G,2,20,2,1157,13,8,1
EMA00082297740890,2,0.3,2,E,3,50,3,251,4,0,1
EMA00082298069100,2,3.1,1,E,2,25,2,152,21,4,1
EMA00082298155010,2,0.1,1,G,3,45,1,904,5,0,1
EMA00082298267350,1,0,2,F,3,42,3,778,18,0,1
EMA00082298672530,1,0.8,1,D,2,40,2,608,21,6,1
EMA00082298710270,1,0,1,B,3,61,2,152,14,,1
EMA00082298911660,1,2.3,2,C,2,,2,40,8,0,1
EMA00082299553430,1,3.1,2,D,2,10,1,721,2,,1
EMA00082299629680,1,0.1,1,E,3,52,3,275,8,7,1
EMA00082300990520,1,1,1,,2,40,2,484,14,3,1
EMA00082301804270,1,2,1,A,2,30,2,462,9,5,1
EMA00082302098150,1,1,1,G,2,40,2,524,11,5,1
EMA00082302227630,1,2,2,G,2,,3,366,11,9,1
EMA00082302251890,1,2.4,1,E,2,26,1,610,9,8,1
EMA00082302632180,1,0,2,E,3,32,2,1122,6,0,1
EMA00082302821400,1,0,1,A,3,47,3,578,8,0,1
EMA00082303009220,1,0.2,2,E,3,48,3,565,5,0,1
EMA00082303349880,1,0,2,C,3,38,1,504,6,0,1
EMA00082303836730,1,0.4,2,D,2,39,2,623,6,2,1
EMA00082304945690,1,0,1,,3,40,3,1082,6,0,1
EMA00082305221290,1,0.3,1,G,3,43,1,741,16,15,1
EMA00082305530500,1,0.4,1,G,2,40,2,841,18,14,1
EMA00082306114010,2,0,1,,3,58,2,220,9,0,1
EMA00082306994970,2,0,2,,3,52,2,282,16,1,1
EMA00082307817810,1,0.2,1,G,3,40,2,521,11,10,1
EMA00082308640630,2,0.2,2,D,3,40,3,542,6,0,1
EMA00082309131070,1,0,2,C,3,30,2,988,16,7,1
EMA00082309270640,1,2.2,1,D,2,34,3,233,8,5,1
EMA00082310599860,1,0.7,2,,2,49,1,220,4,0,1
EMA00082310681230,1,3.5,1,G,2,24,2,275,6,5,1
EMA00082311578200,1,1.5,1,B,2,22,3,1173,16,14,1
EMA00082311835020,1,2.6,1,,2,29,2,366,6,0,1
EMA00082311844700,1,0.2,1,G,1,0,2,678,1,0,1
EMA00082312779870,2,0.3,2,,3,50,2,314,6,0,1
EMA00082312830720,1,0,2,G,3,46,2,741,,2,1
EMA00082313470350,1,1.4,1,D,2,54,2,40,11,0,1
EMA00082314830760,1,0,1,C,1,0,3,578,1,0,1
EMA00082314997250,2,0,2,D,3,50,2,311,8,0,1
EMA00082315137760,1,0.2,1,C,3,,3,1082,,9,1
EMA00082315926890,1,2.3,2,F,2,24,3,873,6,0,1
EMA00082316817940,1,0.3,2,G,3,12,2,655,8,0,1
EMA00082316890710,1,0.7,1,,2,43,2,484,14,2,1
EMA00082317214110,1,3.8,2,A,2,23,2,40,6,0,1
EMA00082317436570,1,0.8,1,,2,35,2,608,21,15,1
EMA00082318112490,1,0,1,A,3,51,3,542,6,0,1
EMA00082319328400,1,2.1,2,G,2,38,1,311,14,3,1
EMA00082321804310,1,0.8,2,A,2,60,1,79,6,2,1
EMA00082321824160,1,0.2,2,D,3,47,1,490,3,0,1
EMA00082321851390,1,0.1,1,F,3,44,3,560,6,0,1
EMA00082324370390,2,0.2,1,E,3,46,2,520,8,0,1
EMA00082325503550,2,0.1,1,G,3,,2,605,8,,1
EMA00082326326850,1,1.6,2,G,2,46,2,220,21,12,1
EMA00082327689610,2,0,1,G,3,20,3,841,11,1,1
EMA00082328629890,1,0,2,E,3,57,2,366,4,0,1
EMA00082329087370,2,1.8,1,G,2,14,2,841,6,,1
EMA00082329177310,1,0.7,1,E,2,44,2,578,16,3,1
EMA00082329540730,2,0.3,2,G,3,22,3,1252,11,0,1
EMA00082329648640,1,0,1,F,3,42,2,1060,21,16,1
EMA00082330297530,1,1,1,G,2,35,2,132,11,0,1
EMA00082330367530,1,0.8,2,G,2,33,3,868,8,0,1
EMA00082331329300,2,0.1,1,A,3,33,2,490,8,7,1
EMA00082331359130,1,0.1,1,G,3,37,2,673,16,0,1
EMA00082333084700,1,3.9,1,C,2,17,2,424,8,0,1
EMA00082333855790,2,0.3,1,G,3,40,2,389,6,4,1
EMA00082333973170,1,0.3,1,E,3,45,3,470,6,0,1
EMA00082334098710,2,0,1,G,3,44,2,771,5,0,1
EMA00082334664580,1,3.6,1,F,2,21,2,424,11,0,1
EMA00082335333100,1,0.3,1,,3,57,3,653,21,13,1
EMA00082335952590,1,1.4,1,E,2,45,2,366,,9,1
EMA00082336036550,1,0.2,2,,3,45,3,524,6,0,1
EMA00082336502390,1,0.2,2,,1,0,1,311,1,0,0
EMA00082336631470,1,0.1,1,D,3,,1,577,4,0,1
EMA00082336697100,1,0.3,1,F,1,0,2,458,1,0,1
EMA00082337126010,1,0.6,2,D,2,44,1,490,8,0,1
EMA00082338235510,2,0.1,2,G,3,59,2,314,6,4,1
EMA00082338309780,1,3,1,C,2,30,2,366,6,0,1
EMA00082338357000,1,1.3,1,D,2,40,2,311,21,15,1
EMA00082338394960,1,0.1,2,G,1,0,1,741,1,0,1
EMA00082338729830,1,2,1,,2,37,2,251,8,4,1
EMA00082339286430,2,0.3,2,,3,,2,1122,6,0,1
EMA00082339512920,1,1.5,1,,2,35,3,416,6,0,1
EMA00082339592060,1,1.3,1,E,2,21,2,840,21,18,1
EMA00082341268590,1,0.2,2,,3,,2,1157,8,,1
EMA00082341500470,1,1.8,2,G,2,,2,578,21,10,1
EMA00082341801770,1,1.9,2,,2,13,1,560,6,0,1
EMA00082342466410,2,0.1,2,G,1,0,2,1173,1,0,1
EMA00082343017220,2,0.2,2,C,3,54,2,314,9,0,1
EMA00082343870070,1,0.7,1,D,2,53,2,314,14,11,1
EMA00082344300510,1,2.1,2,B,2,45,1,40,11,6,1
EMA00082344484600,2,1.6,1,D,2,9,2,700,4,0,1
EMA00082345253340,2,0.2,1,C,1,0,2,841,1,0,1
EMA00082345258400,1,0.1,1,C,2,51,2,806,,0,1
EMA00082345275780,1,1.5,1,E,2,40,2,694,18,6,1
EMA00082345946980,1,0,1,G,3,39,2,904,6,0,1
EMA00082346399000,1,0.3,1,C,3,,2,424,6,0,1
EMA00082346580440,1,0,2,,3,39,2,741,4,0,1
EMA00082346680660,1,0.3,1,G,3,48,2,462,8,4,1
EMA00082348172320,1,0,1,G,3,40,1,1038,14,12,1
EMA00082348290020,1,0.3,1,D,3,,3,521,11,9,1
EMA00082348395410,1,1.1,2,E,2,20,2,704,6,0,1
EMA00082348461930,1,0.2,2,E,3,40,2,524,8,0,1
EMA00082349341480,1,1.1,2,C,2,20,2,392,4,2,1
EMA00082349454350,1,0.3,1,D,3,53,2,694,11,5,1
EMA00082349532100,1,0,1,G,3,54,1,519,11,5,1
EMA00082349561660,2,0.3,2,C,3,50,1,194,3,0,1
EMA00082349660650,1,0.6,2,C,2,47,2,610,16,0,1
EMA00082349862980,1,0.3,2,D,3,37,2,636,16,6,1
EMA00082350973820,2,0.2,2,,1,0,2,722,1,0,1
EMA00082350991210,1,0.2,2,,3,44,2,873,6,1,1
EMA00082351088390,1,0,1,G,3,20,2,806,11,9,1
EMA00082351182410,2,0.2,1,G,3,31,2,880,8,1,1
EMA00082351522740,1,1.3,1,E,2,40,1,314,11,1,1
EMA00082351754230,1,2.3,2,B,2,17,2,760,16,5,1
EMA00082351756410,1,0,2,C,1,,2,653,1,0,1
EMA00082351776770,2,0,2,G,3,32,2,778,8,0,1
EMA00082352418300,2,0.1,1,E,3,34,2,1061,4,0,1
EMA00082352470140,1,0.6,1,E,2,33,2,649,11,10,1
EMA00082352694270,1,1.1,1,G,2,50,2,339,4,3,1
EMA00082353319070,1,0.6,1,G,2,20,2,700,6,4,1
EMA00082353338390,1,1,1,F,2,31,2,678,8,0,1
EMA00082353551230,1,0.1,1,E,3,,1,1140,6,0,1
EMA00082353586800,1,1.5,1,,2,28,2,416,6,0,1
EMA00082353843020,2,0.1,2,D,3,40,2,1061,11,0,1
EMA00082353843110,1,1.9,1,,2,,2,67,4,0,1
EMA00082354672160,1,0.1,2,G,3,30,3,636,4,0,1
EMA00082354886400,1,0.2,1,E,1,0,2,275,1,0,1
EMA00082354948060,1,2.8,2,C,2,22,2,565,21,6,1
EMA00082356217100,1,1,2,G,2,,2,389,11,0,1
EMA00082356739750,2,0.1,1,,3,30,3,1173,9,3,1
EMA00082356756170,1,0.1,2,C,3,38,3,1038,11,0,1
EMA00082356911420,1,0.2,2,E,3,35,2,560,8,7,1
EMA00082357113390,1,0.5,2,F,2,36,2,524,8,4,1
EMA00082357216300,2,0.3,1,D,3,45,3,904,4,0,1
EMA00082357650490,1,0.1,2,C,3,47,1,873,3,0,1
EMA00082357829730,2,0.3,1,B,3,,3,339,6,0,1
EMA00082357907610,1,2.1,1,D,2,30,2,733,9,7,1
EMA00082358496420,1,0.1,1,,3,36,2,673,11,6,1
EMA00082358712640,1,0.2,2,G,3,,2,152,4,0,1
EMA00082358716840,1,0.3,1,B,3,50,1,841,6,0,1
EMA00082359395260,1,0.3,1,G,1,0,1,694,1,0,1
EMA00082359409170,2,0.1,1,G,3,20,3,392,9,4,1
EMA00082359536970,1,2.2,2,G,2,33,2,190,11,0,1
EMA00082360119270,1,0.2,1,E,3,35,2,282,9,2,1
EMA00082360314190,1,0.3,1,E,3,50,2,694,16,14,1
EMA00082361211490,1,1.9,1,E,2,40,1,352,8,5,1
EMA00082361512260,1,0.1,2,G,3,45,3,760,16,6,1
EMA00082361560580,1,0.5,1,,2,25,1,795,11,4,1
EMA00082363502200,1,0.2,2,G,1,0,1,623,1,0,0
EMA00082364676300,1,2,2,G,2,30,2,770,8,0,1
EMA00082364866340,1,3.1,2,G,2,12,3,578,4,0,1
EMA00082365008270,2,0.3,2,,1,0,2,275,1,0,1
EMA00082365019550,2,0,2,B,1,0,1,1229,1,0,1
EMA00082365187770,1,0.9,1,B,2,,1,873,11,5,1
EMA00082365227100,1,0.2,2,G,3,51,2,504,18,10,1
EMA00082366861450,1,3.1,1,G,2,22,2,366,6,4,1
EMA00082367013090,1,0.5,1,,2,56,3,116,11,1,1
EMA00082367252820,1,3,2,E,2,,2,194,11,0,1
EMA00082368085390,1,0.2,2,G,3,60,2,275,3,0,1
EMA00082368416100,1,0.2,1,,3,55,2,694,21,13,1
EMA00082369250810,1,0.3,1,D,3,50,2,50,5,0,1
EMA00082369802110,1,0.9,2,E,2,40,2,841,31,27,1
EMA00082369824390,1,0.9,2,G,2,55,3,51,16,14,1
EMA00082370204340,2,0.2,1,,1,0,3,366,1,0,1
EMA00082370855260,1,1.3,2,F,2,40,2,339,19,8,1
EMA00082371918840,1,0,2,F,2,36,2,840,,8,1
EMA00082371941520,1,0.3,2,,3,38,2,605,11,0,1
EMA00082372148360,1,2.5,2,E,2,29,2,194,4,0,1
EMA00082372150430,1,1.3,2,B,2,25,1,1102,8,4,1
EMA00082372392610,1,0.2,1,,3,49,2,366,11,0,1
EMA00082373263230,1,0,1,C,3,60,2,653,5,3,1
EMA00082373415430,2,0.3,1,A,3,50,2,484,4,0,1
EMA00082373609270,2,0,1,D,3,44,2,934,7,0,1
EMA00082374038490,1,0.7,1,,2,40,1,282,14,0,1
EMA00082374617270,1,0.2,1,G,3,45,1,904,8,0,1
EMA00082375041800,1,0.3,1,G,3,57,2,389,4,0,1
EMA00082375759140,2,0.2,1,,2,45,3,806,6,0,1
EMA00082376307380,1,0.7,2,C,2,54,2,275,11,0,1
EMA00082376863060,1,3.7,2,D,2,15,2,550,8,1,1
EMA00082377378230,2,1.1,1,G,2,33,3,40,6,0,1
EMA00082377381810,2,0.3,2,D,3,32,2,684,4,0,1
EMA00082378067060,1,0.2,1,D,2,,2,542,31,21,1
EMA00082378072130,1,0.8,2,G,2,37,3,840,6,1,1
EMA00082378083340,1,0.6,1,,2,,2,796,11,0,1
EMA00082380044430,1,1.3,1,E,2,30,3,593,5,0,1
EMA00082380194340,2,0.2,2,G,3,24,2,704,8,0,1
EMA00082381471740,1,0.6,2,F,2,43,3,490,4,0,1
EMA00082381635530,2,0.3,1,,3,54,1,132,9,0,1
EMA00082381851610,2,0.3,1,G,3,33,3,1082,,15,1
EMA00082382358920,1,2.9,1,B,2,,2,440,4,0,1
EMA00082382618390,1,1.5,1,G,2,,2,251,14,3,1
EMA00082382734770,1,0.3,2,G,3,64,2,352,6,0,1
EMA00082382954630,1,1.6,1,E,2,39,2,339,8,0,1
EMA00082383300000,1,3.5,1,D,2,25,2,282,11,2,1
EMA00082383592550,1,0,1,G,3,45,2,636,21,12,1
EMA00082384173400,1,0.7,1,D,2,35,2,741,14,11,1
EMA00082384556280,1,2,1,B,2,44,2,79,14,0,1
EMA00082384649140,1,0.5,2,D,2,44,3,605,11,0,1
EMA00082384727350,1,0.6,2,D,2,34,2,880,21,13,1
EMA00082385256620,1,2.5,2,G,2,30,2,733,6,3,1
EMA00082385415670,1,0,2,C,3,25,2,694,8,0,1
EMA00082385430430,2,0.3,1,D,3,55,1,389,4,0,1
EMA00082386867000,1,0.1,2,F,3,34,2,673,11,2,1
EMA00082387904940,1,0,1,,3,,2,653,14,0,1
EMA00082388676200,1,0.7,1,G,2,32,2,694,26,20,1
EMA00082389371960,1,0.3,2,G,3,,2,560,9,0,1
EMA00082390046860,2,0.2,1,B,3,41,2,1014,7,0,1
EMA00082390144530,1,0,1,C,3,35,1,868,10,7,1
EMA00082390145170,1,0.2,2,,3,40,3,988,8,6,1
EMA00082390343100,2,0.1,1,E,3,39,2,1103,14,4,1
EMA00082390389470,1,0,1,,3,,2,578,6,0,1
EMA00082390412580,2,0,2,,1,0,1,40,1,0,1
EMA00082390440800,1,0,1,G,3,48,2,550,11,8,1
EMA00082390482850,1,0.4,1,,2,,2,593,16,8,1
EMA00082390509230,1,1.3,2,G,2,20,2,623,16,3,1
EMA00082391791130,1,0.2,2,E,3,37,1,661,9,0,1
EMA00082392626190,2,0,1,D,3,35,2,694,14,0,1
EMA00082393096030,1,0.7,1,F,2,22,2,744,8,0,1
EMA00082393495820,1,0.6,2,G,2,40,2,873,6,4,1
EMA00082393906340,1,2.7,2,G,2,27,2,366,4,0,1
EMA00082394375180,1,1.1,2,E,2,22,1,855,9,0,1
EMA00082394816060,1,3,1,F,2,17,2,116,4,0,1
EMA00082394924340,2,0.3,2,F,3,18,2,1157,11,3,1
EMA00082395725190,2,0.2,2,E,1,0,3,904,1,0,1
EMA00082395810120,2,0.3,2,G,3,34,2,868,8,0,1
EMA00082396457750,2,0,1,E,3,40,2,771,11,3,1
EMA00082396544000,2,0,1,E,3,15,1,1082,8,6,1
EMA00082396569250,1,1.1,1,D,2,43,2,519,9,0,1
EMA00082396723710,1,0.9,1,,2,48,2,490,11,4,1
EMA00082397076390,1,1.5,1,E,2,35,2,605,6,0,1
EMA00082397315720,1,1.4,2,G,2,,2,565,8,0,1
EMA00082397827090,1,2.1,2,G,2,14,2,827,11,0,1
EMA00082398997120,1,0.3,1,G,3,32,1,796,4,0,1
EMA00082399031900,2,0.1,2,A,3,36,2,389,2,0,1
EMA00082399176010,1,0,2,D,3,,1,1229,5,,1
EMA00082399186880,2,0,1,,3,32,2,1189,19,5,1
EMA00082399345400,2,0.7,1,E,2,33,2,623,6,4,1
EMA00082401120260,1,0.2,1,D,1,0,3,314,1,0,0
EMA00082401332800,1,0.6,2,G,2,38,2,934,14,12,1
EMA00082401820270,1,0,1,G,3,38,2,868,11,8,1
EMA00082401834750,1,0.1,1,E,3,,2,684,9,6,1
EMA00082402161380,1,0.1,1,E,3,50,1,653,16,7,1
EMA00082402952870,1,0.3,2,G,1,0,2,922,1,0,1
EMA00082403367750,1,4.3,1,,2,8,2,565,8,0,1
EMA00082403389090,1,2.5,1,,2,37,2,282,8,7,1
EMA00082403411730,1,2.9,2,,2,22,2,314,6,0,1
EMA00082403503960,1,0.3,2,C,3,44,2,542,21,15,1
EMA00082404508680,2,0,1,G,3,40,2,700,6,0,1
EMA00082404581150,1,4.1,2,G,2,13,2,392,6,0,1
EMA00082404640880,2,0,1,G,3,40,2,904,16,1,1
EMA00082405400840,2,0.2,1,D,3,27,2,1060,6,0,1
EMA00082405564780,2,0.2,2,G,3,30,2,521,6,0,1
EMA00082405656960,1,0.3,2,,3,48,2,610,21,20,1
EMA00082406498100,1,0.1,1,G,3,55,2,519,9,0,1
EMA00082406511060,1,1.6,2,E,2,23,2,741,12,0,1
EMA00082407205120,1,0.1,2,D,3,28,2,855,8,7,1
EMA00082408061590,1,0.9,1,E,2,40,1,282,9,0,1
EMA00082408475520,1,0.2,2,D,1,0,3,1189,1,0,1
EMA00082408587220,1,0.2,2,B,1,0,2,50,1,0,1
EMA00082408818930,1,2.1,1,G,2,29,2,806,16,1,1
EMA00082408988630,2,0,1,E,3,,2,339,11,7,1
EMA00082409366700,2,0.2,2,G,1,0,2,662,1,0,1
EMA00082409554450,1,1,2,G,2,38,2,550,8,2,1
EMA00082409800960,1,2.4,2,,2,22,3,520,31,23,1
EMA00082409919260,1,1.1,1,,2,24,2,760,6,0,1
EMA00082409957710,1,0.9,1,E,2,,3,275,4,0,1
EMA00082410792800,1,0.3,2,A,3,50,2,275,4,0,1
EMA00082411053980,2,0.3,1,,1,0,2,99,1,0,1
EMA00082411303180,2,0.3,2,G,3,39,2,1014,14,,1
EMA00082411830350,2,0.1,1,G,3,37,2,873,,9,1
EMA00082411866190,2,0,1,G,3,41,1,520,5,0,1
EMA00082412084240,1,0,1,,3,48,1,578,6,0,1
EMA00082412094010,1,0.6,2,G,2,48,2,419,11,0,1
EMA00082412637470,1,0,1,F,3,50,1,806,,0,1
EMA00082412941630,1,0.9,1,E,2,50,2,253,6,0,1
EMA00082412995060,1,0.2,1,B,3,22,2,972,11,2,1
EMA00082413189120,1,0,1,E,3,49,2,873,16,12,1
EMA00082413501660,1,0.2,2,D,3,57,3,311,16,4,1
EMA00082413869580,1,0.3,1,E,3,40,3,678,14,7,1
EMA00082414577900,2,0,2,F,1,0,2,1038,1,0,1
EMA00082415328240,1,0,2,E,1,0,1,462,1,0,1
EMA00082415643940,1,2.9,1,F,2,24,2,366,5,0,1
EMA00082415663140,1,0.2,2,G,3,42,1,700,11,9,1
EMA00082415767520,2,0.9,1,C,2,30,2,366,4,3,1
EMA00082416337490,2,0.1,1,E,3,40,3,389,11,1,1
EMA00082416588810,1,0.7,2,G,2,43,2,339,6,0,1
EMA00082417031060,1,1.7,2,G,2,40,2,190,11,0,1
EMA00082417592780,1,1.6,2,E,2,24,1,1014,7,0,1
EMA00082418495230,1,1.9,2,G,2,32,2,653,6,3,1
EMA00082419798650,1,0.3,2,,3,5,2,694,9,3,1
EMA00082420322700,1,0.3,2,D,3,45,2,1014,,8,1
EMA00082420492600,1,1.5,2,,2,24,2,623,21,9,1
EMA00082421358000,1,0,1,,3,60,2,40,4,1,1
EMA00082421561200,1,0.2,2,C,3,41,2,605,11,2,1
EMA00082421684670,2,0.3,1,D,3,57,1,145,14,0,1
EMA00082421789350,1,1.1,1,G,2,37,3,631,6,0,1
EMA00082421854150,1,3.6,2,,2,21,3,40,29,13,1
EMA00082422837110,1,2.8,1,E,2,20,3,490,9,0,1
EMA00082422942700,1,2,2,A,2,27,2,524,14,,1
EMA00082423183640,1,1.2,2,C,2,45,2,419,7,0,1
EMA00082423591810,1,0.3,2,E,3,15,3,960,5,4,1
EMA00082424018350,1,0.2,2,E,2,49,1,694,11,5,1
EMA00082424024670,1,0,1,G,3,36,1,1082,4,0,1
EMA00082424510570,1,1.1,1,G,2,48,2,233,6,4,1
EMA00082424699930,1,1.3,2,B,2,,3,524,14,12,1
EMA00082425997310,1,1.7,1,E,2,35,3,578,8,5,1
EMA00082426848280,1,0.1,1,,3,30,1,67,11,0,1
EMA00082426950830,2,0.1,2,G,3,37,2,988,16,10,1
EMA00082427276600,1,1.5,2,,2,33,1,873,16,6,1
EMA00082427454430,2,0.1,2,E,3,42,2,577,11,0,1
EMA00082428156660,1,2.9,1,,2,20,3,771,11,0,1
EMA00082429187710,1,2.7,1,A,2,28,2,282,6,0,1
EMA00082429350990,1,0.7,1,E,2,,3,1280,14,10,1
EMA00082430003290,1,0.3,1,D,3,65,2,190,4,0,1
EMA00082430150270,1,0.9,2,G,2,30,3,314,4,0,1
EMA00082430375890,1,0.2,2,G,3,28,2,730,6,0,1
EMA00082431086810,1,0.2,1,G,2,40,3,636,16,13,1
EMA00082431156670,2,0.2,2,G,3,50,2,770,11,0,1
EMA00082431598990,2,0,1,E,3,,2,873,9,1,1
EMA00082431838640,2,0.1,2,G,3,52,2,733,9,5,1
EMA00082431877370,1,0.1,1,G,3,25,3,868,8,7,1
EMA00082433486320,1,3,2,G,2,30,3,116,6,0,1
EMA00082433639450,1,0.1,2,F,3,22,2,737,9,0,1
EMA00082433883200,1,0.2,1,E,3,22,2,912,21,4,1
EMA00082434000410,2,1.7,1,D,2,29,2,524,9,0,1
EMA00082434916940,1,0.1,2,,3,42,1,842,21,18,1
EMA00082435077950,1,0,2,G,3,30,2,737,26,22,1
EMA00082437856040,1,0.5,2,E,2,47,3,366,21,16,1
EMA00082438002140,1,0.2,1,G,3,64,2,116,11,1,1
EMA00082438740820,2,0,2,G,3,,1,1203,21,19,1
EMA00082438955240,1,0.3,2,G,1,0,2,694,1,0,1
EMA00082438988800,1,0.2,2,B,3,27,3,608,16,0,1
EMA00082439484460,1,0.2,1,,3,,1,694,6,0,1
EMA00082439698360,1,0.3,1,G,2,53,2,352,8,5,1
EMA00082439933040,1,0.3,2,E,3,50,3,470,6,3,1
EMA00082440755950,2,0.2,1,D,3,56,2,40,11,0,1
EMA00082441334420,2,0.1,2,G,3,42,2,630,7,5,1
EMA00082441371380,1,0.3,2,E,3,46,3,392,,,1
EMA00082442675530,2,0.2,1,E,3,32,1,892,14,6,1
EMA00082443075500,1,3.6,2,G,2,15,2,187,11,0,1
EMA00082443294310,1,2.7,2,E,2,10,2,462,9,0,1
EMA00082446349970,2,1.4,1,G,2,41,1,610,6,1,1
EMA00082446391530,2,0.5,1,C,2,32,1,649,31,28,1
EMA00082446553930,1,0.1,2,F,3,45,2,440,11,7,1
EMA00082446559430,1,0,1,G,3,50,2,550,9,4,1
EMA00082446777450,1,0.3,1,E,3,61,2,50,8,0,1
EMA00082447518280,1,2.2,2,F,2,40,3,253,8,4,1
EMA00082447533190,1,0,2,,2,46,2,462,8,4,1
EMA00082447707990,1,1.5,1,,2,45,2,220,11,0,1
EMA00082448757920,2,0,2,G,3,37,3,684,16,0,1
EMA00082448760900,1,0,2,G,3,35,3,1140,11,0,1
EMA00082449333560,2,0.3,2,,3,18,2,768,11,0,1
EMA00082449470710,1,1.1,1,,2,50,3,518,14,0,1
EMA00082450289060,1,0,2,,3,38,2,721,14,7,1
EMA00082450356680,2,0,1,E,1,0,2,1203,1,0,1
EMA00082450806530,2,0.3,2,G,3,26,1,868,11,9,1
EMA00082451134820,2,0.1,1,G,3,58,2,190,11,5,1
EMA00082451252900,2,0,2,D,3,15,1,987,21,14,1
EMA00082451443480,1,0.2,2,A,3,16,2,1173,9,0,1
EMA00082451539700,1,2,1,G,2,19,2,1038,11,8,1
EMA00082452116020,1,0,1,G,3,47,3,116,6,0,1
EMA00082452978910,1,0.1,1,E,3,,3,392,6,0,1
EMA00082453433630,1,1.1,2,G,2,9,2,392,16,15,1
EMA00082453662790,1,1.6,2,G,2,20,1,1038,6,0,1
EMA00082453812670,1,0.1,2,G,3,50,2,771,8,0,1
EMA00082453925000,1,2.8,1,C,2,31,1,366,14,0,1
EMA00082454021590,1,0.2,1,G,3,,2,806,14,0,1
EMA00082454042880,2,0.1,1,G,3,30,2,1216,11,0,1
EMA00082454293200,1,2,2,,2,24,2,873,8,0,1
EMA00082454409910,1,0.2,1,,3,,1,366,16,3,1
EMA00082455464890,1,2.7,1,G,2,30,3,116,8,0,1
EMA00082455759460,2,0.3,1,G,3,20,2,795,6,0,1
EMA00082455994030,2,2.3,1,E,2,27,2,440,11,9,1
EMA00082456035440,1,0,1,F,3,63,2,145,5,2,1
EMA00082456162520,2,1.6,1,G,2,26,1,1060,14,0,1
EMA00082457157860,1,0.4,2,C,2,39,3,721,16,0,1
EMA00082457469210,1,1,1,E,2,,2,565,21,17,1
EMA00082458184790,1,0.3,2,G,2,30,1,892,11,0,1
EMA00082458352120,2,0.3,1,C,3,,2,560,6,0,1
EMA00082458638340,2,0.3,2,,3,32,3,636,6,2,1
EMA00082458678120,2,0.1,2,G,3,48,2,806,6,0,1
EMA00082459206330,2,0.5,1,,2,45,2,521,11,0,1
EMA00082459266280,1,0.2,2,E,3,40,2,1122,8,0,1
EMA00082459301460,1,0.3,2,E,3,,2,490,8,0,1
EMA00082459812140,2,0.2,2,G,1,0,3,778,1,0,0
EMA00082460973380,1,0.1,1,G,3,54,1,458,6,0,1
EMA00082461216940,1,2.1,2,F,2,,2,1173,16,10,1
EMA00082461311150,2,0.2,1,G,3,,2,631,8,5,1
EMA00082461382020,2,0.1,2,G,3,54,2,132,6,0,1
EMA00082461715200,1,3.1,2,G,2,13,3,933,11,0,1
EMA00082462635080,1,0,1,G,3,30,2,490,4,0,1
EMA00082462751500,2,0,1,G,3,44,1,933,,5,1
EMA00082463322230,1,0.6,1,,2,45,2,392,,0,1
EMA00082464573140,2,0,2,D,3,40,3,470,11,0,1
EMA00082465193840,1,0.1,1,B,3,45,2,366,8,0,1
EMA00082465371650,1,0.5,2,G,2,29,2,892,4,0,1
EMA00082465417180,1,1,2,G,2,43,2,416,21,4,1
EMA00082465459130,1,0.3,2,G,3,,3,282,5,0,1
EMA00082465661480,1,0.1,2,F,3,,3,880,21,8,1
EMA00082466524630,2,0,2,,3,54,2,339,21,14,1
EMA00082466611340,1,0,1,G,3,60,3,314,6,3,1
